title,year,total_words_f,total_words_m,num_characters_f,num_characters_m,pct_words_f,pct_words_m,pct_chars_f,pct_chars_m,avg_male_words,avg_female_words,dominant_gender,total_nominations,total_wins,nominated,df_type
antitrust,2001,3686.0,15668.0,2.0,13.0,0.19045158623540354,0.8095484137645965,0.13333333333333333,0.8666666666666667,1205.2307692307693,1843.0,f,0,0,False,Other
antz,1998,3366.0,9180.0,4.0,6.0,0.2682926829268293,0.7317073170731707,0.4,0.6,1530.0,841.5,m,0,0,False,Other
any given sunday,1999,3260.0,18436.0,4.0,16.0,0.15025811209439527,0.8497418879056047,0.2,0.8,1152.25,815.0,m,0,0,False,Other
apocalypse now,1979,564.0,20250.0,1.0,16.0,0.027097146151628712,0.9729028538483713,0.058823529411764705,0.9411764705882353,1265.625,564.0,m,7,2,True,Other
apollo 18,2011,0.0,2578.0,0.0,3.0,0.0,1.0,0.0,1.0,859.3333333333334,0.0,m,0,0,False,Other
apt pupil,1998,768.0,27428.0,3.0,10.0,0.02723790608596964,0.9727620939140303,0.23076923076923078,0.7692307692307693,2742.8,256.0,m,0,0,False,Other
arbitrage,2012,2198.0,9737.0,3.0,13.0,0.1841642228739003,0.8158357771260997,0.1875,0.8125,749.0,732.6666666666666,m,0,0,False,Other
arctic blue,1993,653.0,6996.0,1.0,9.0,0.08537063668453393,0.9146293633154661,0.1,0.9,777.3333333333334,653.0,m,0,0,False,Other
argo,2012,345.0,8919.0,2.0,16.0,0.03724093264248705,0.9627590673575129,0.1111111111111111,0.8888888888888888,557.4375,172.5,m,6,3,True,Other
arlington road,1999,2103.0,8457.0,4.0,6.0,0.19914772727272728,0.8008522727272728,0.4,0.6,1409.5,525.75,m,0,0,False,Other
armageddon,1998,379.0,7333.0,2.0,14.0,0.049144190871369293,0.9508558091286307,0.125,0.875,523.7857142857143,189.5,m,4,0,True,Other
armored,2009,0.0,4500.0,0.0,9.0,0.0,1.0,0.0,1.0,500.0,0.0,m,0,0,False,Other
army of darkness,1992,440.0,5980.0,1.0,3.0,0.06853582554517133,0.9314641744548287,0.25,0.75,1993.3333333333333,440.0,m,0,0,False,Other
art school confidential,2006,1604.0,5638.0,4.0,11.0,0.22148577740955538,0.7785142225904447,0.26666666666666666,0.7333333333333333,512.5454545454545,401.0,m,0,0,False,Other
arthur,1981,4841.0,8921.0,4.0,4.0,0.35176573172503994,0.64823426827496,0.5,0.5,2230.25,1210.25,m,2,1,True,Other
arthur christmas,2011,250.0,3530.0,1.0,5.0,0.06613756613756613,0.9338624338624338,0.16666666666666666,0.8333333333333334,706.0,250.0,m,0,0,False,Other
as good as it gets,1997,8458.0,15860.0,4.0,8.0,0.34780820791183487,0.6521917920881651,0.3333333333333333,0.6666666666666666,1982.5,2114.5,f,4,0,True,Other
assassins,1995,4380.0,12478.0,3.0,4.0,0.25981729742555465,0.7401827025744454,0.42857142857142855,0.5714285714285714,3119.5,1460.0,m,0,0,False,Other
at first sight,1999,8688.0,13314.0,3.0,7.0,0.39487319334605947,0.6051268066539406,0.3,0.7,1902.0,2896.0,f,0,0,False,Other
atonement,2007,3379.0,2740.0,7.0,5.0,0.5522144141199542,0.44778558588004574,0.5833333333333334,0.4166666666666667,548.0,482.7142857142857,m,6,1,True,Other
austin powers international man of mystery,1997,1714.0,3779.0,5.0,5.0,0.3120334971782268,0.6879665028217732,0.5,0.5,755.8,342.8,m,0,0,False,Other
austin powers the spy who shagged me,1999,940.0,3494.0,1.0,5.0,0.2119981957600361,0.7880018042399639,0.16666666666666666,0.8333333333333334,698.8,940.0,f,1,0,True,Other
authors anonymous,2014,4931.0,7119.0,5.0,5.0,0.40921161825726143,0.5907883817427386,0.5,0.5,1423.8,986.2,m,0,0,False,Other
autumn in new york,2000,11302.0,10868.0,7.0,4.0,0.50978800180424,0.49021199819576006,0.6363636363636364,0.36363636363636365,2717.0,1614.5714285714287,m,0,0,False,Other
avatar,2009,5962.0,11470.0,4.0,11.0,0.34201468563561266,0.6579853143643873,0.26666666666666666,0.7333333333333333,1042.7272727272727,1490.5,f,9,3,True,Other
